公司碼,日期,序碼,說明,出事原因
1532 勤美,2017/11/10,01001,"＊發生其他負面事件,資訊公告",8 資訊公告
1532 勤美,2017/11/10,01A01,獨立董事廖了以(潤隆建設顧問)、張明杰(富蘭德林證券公司首席經濟學家)及林,8 資訊公告
1532 勤美,2017/11/10,01A02,榮春(國家金融研訓院顧問)對下列審計委員會決議事項表示保留意見： (1)新增,8 資訊公告
1532 勤美,2017/11/10,01A03,璞真建設資金貸與額度案、(2)新增沁美健康事業資金貸與額度案。,8 資訊公告
2025 千興,2017/11/9,01001,"＊發生財務危機,繼續經營疑慮",E 繼續經營疑慮
2025 千興,2017/11/9,01A01,會計師對其繼續經營假設有疑慮,E 繼續經營疑慮
6464 台數科,2017/11/8,01001,"＊發生其他負面事件,其他",U 其他
6464 台數科,2017/11/8,01A01,1.台數科正式下架東森購物5頻道,U 其他
6464 台數科,2017/11/8,01A02,2.106/11/8東森購物5頻道開始確定在台數科集團所屬系統台已下架，約影響中,U 其他
6464 台數科,2017/11/8,01A03,部地區33萬收視戶，東森購物董事長廖尚文表示，公司今年年中已上架MOD，增,U 其他
6464 台數科,2017/11/8,01A04,加150萬收視戶，實際收視戶反增117萬，另中部地區會員也可以透過電話或網路,U 其他
6464 台數科,2017/11/8,01A05,購物，不影響公司營收。,U 其他
2534 宏盛,2017/11/6,01001,"＊發生其他負面事件,內控不當",Q 內控不當
2534 宏盛,2017/11/6,01A01,1.未依規定公告關係人交易等，遭金管會處48萬罰鍰,Q 內控不當
2534 宏盛,2017/11/6,01A02,2.宏盛建設與關聯企業助群營造於104/3/10簽訂圍籬工程承攬契約， 暨105/9/5,Q 內控不當
2534 宏盛,2017/11/6,01A03,及105/11/20簽訂建築工程承攬契約追加追減協議書而取得不動產， 惟該公司,Q 內控不當
2534 宏盛,2017/11/6,01A04,未經董事會通過及監察人承認即逕為前開關係人交易，且皆未依規定期限辦理,Q 內控不當
2534 宏盛,2017/11/6,01A05,公告，遲至106/9/14始追認通過並於公開資訊觀測站公告，核有違反公開發行,Q 內控不當
2534 宏盛,2017/11/6,01A06,公司取得或處分資產處理準則第14條第1項及第30條第1項第1款規定。,Q 內控不當
2534 宏盛,2017/11/6,01A07,3.宏盛建設104/11/9變更向關係人購買土地之交易內容，惟該公司遲至106/9/14,Q 內控不當
2534 宏盛,2017/11/6,01A08,始辦理變更公告， 核已違反公開發行公司取得或處分資產處理準則第31條第3,Q 內控不當
2534 宏盛,2017/11/6,01A09,款規定。,Q 內控不當
2534 宏盛,2017/11/6,01A10,4.依證交法第178條第1項第7款及第179條第1項規定，就前揭2項違規情事，對該,Q 內控不當
2534 宏盛,2017/11/6,01A11,公司之負責人分別處罰鍰24萬，合計48萬。,Q 內控不當
6184 大豐電,2017/11/1,01001,"＊發生其他負面事件,其他違法事件",0 其他違法事件
6184 大豐電,2017/11/1,01A01,公平交易委員會於106/11/1第1356次委員會議通過，大豐有線電視於新北市板橋,0 其他違法事件
6184 大豐電,2017/11/1,01A02,區及土城區有線廣播電視系統服務市場，以低價利誘方式阻礙新進業者參與或從,0 其他違法事件
6184 大豐電,2017/11/1,01A03,事競爭，且有限制競爭之虞，違反公平交易法第20條第3款規定，處100萬元罰鍰,0 其他違法事件
6277 宏正,2017/10/30,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
6277 宏正,2017/10/30,01A01,1.澄清蘋果報導「上市公司驚爆掏空案」,7 訴訟案件
6277 宏正,2017/10/30,01A02,2.本公司經查前員工吳佑民及黃子溱涉嫌違反本公司內控以獲取不法所得，業已,7 訴訟案件
6277 宏正,2017/10/30,01A03,侵害本公司權益。 本公司在吳佑民、黃子溱二人於105年底相繼離職後之第一,7 訴訟案件
6277 宏正,2017/10/30,01A04,時間已透過內部稽核掌握吳佑民及黃子溱等人涉嫌背信、洗錢等不法犯行，並,7 訴訟案件
6277 宏正,2017/10/30,01A05,於106/3主動向法務部調查局新北市調查處提出刑事告訴請求調查， 因吳佑民,7 訴訟案件
6277 宏正,2017/10/30,01A06,離職後隨即離境遠赴海外，本案能順利逮捕犯嫌繫於案件進行之保密周全。本,7 訴訟案件
6277 宏正,2017/10/30,01A07,公司係盡最大努力，維護全體投資人在法律上應有權益，特此聲明，公告周知,7 訴訟案件
6277 宏正,2017/10/30,01A08,3.本案發生在104-105年間，相關人員早已於105年底離職，涉案人員及金額範圍,7 訴訟案件
6277 宏正,2017/10/30,01A09,已經確定，不會繼續擴大，且影響金額對於本公司之經營無影響。本公司營運,7 訴訟案件
6277 宏正,2017/10/30,01A10,一切正常，財務、業務未因此案件之存在而受重大影響，特此澄清。,7 訴訟案件
2371 大同,2017/10/27,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2371 大同,2017/10/27,01A01,1.高等法院就本公司董事長因違反證券交易法乙案，裁定就董事長所有之不動產,7 訴訟案件
2371 大同,2017/10/27,01A02,及股票予以扣押。經董事長提起抗告後，遭最高法院裁定駁回抗告。,7 訴訟案件
2371 大同,2017/10/27,01A03,2.本公司林蔚山董事長對最高法院之裁定深表遺憾，林董事長並非不法利益之最,7 訴訟案件
2371 大同,2017/10/27,01A04,終受益人，其法律適用有違沒收新制規定。本公司營運、財務與業務一切正常,7 訴訟案件
2371 大同,2017/10/27,01A05,，不會受該案影響。,7 訴訟案件
2475 華映,2017/10/27,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2475 華映,2017/10/27,01A01,1.高等法院就本公司董事長因違反證券交易法乙案，裁定就董事長所有之不動產,7 訴訟案件
2475 華映,2017/10/27,01A02,及股票予以扣押。經董事長提起抗告後，遭最高法院裁定駁回抗告。,7 訴訟案件
2475 華映,2017/10/27,01A03,2.本公司林蔚山董事長對最高法院之裁定深表遺憾，林董事長並非不法利益之最,7 訴訟案件
2475 華映,2017/10/27,01A04,終受益人，其法律適用有違沒收新制規定。本公司營運、財務與業務一切正常,7 訴訟案件
2475 華映,2017/10/27,01A05,，不會受該案影響。,7 訴訟案件
2020 美亞,2017/10/25,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2020 美亞,2017/10/25,01A01,1.本公司向簡慶輝簡慶煌簡慶銘簡慶星等人提民事起訴,7 訴訟案件
2020 美亞,2017/10/25,01A02,2.訴之聲明：(1)被告應連帶給付原告1億1867萬8000元整及自105/8/18起至清償,7 訴訟案件
2020 美亞,2017/10/25,01A03,日止按年息5%計算之利息。(2)訴訟費用由被告負擔。(3)原告願供擔保，請准,7 訴訟案件
2020 美亞,2017/10/25,01A04,宣告假執行。,7 訴訟案件
2727 王品,2017/10/25,01001,"＊發生其他負面事件,其他",U 其他
2727 王品,2017/10/25,01A01,1.王品旗下石二鍋，驚傳退出中國大陸市場,U 其他
2727 王品,2017/10/25,01A02,2.旗下石二鍋驚傳退出中國大陸市場，上海石二鍋近日貼出公告，16家門市將在,U 其他
2727 王品,2017/10/25,01A03,10月底結束營業。 截至9月，王品總店數有425家，其中160家位於大陸，扣除,U 其他
2727 王品,2017/10/25,01A04,16家石二鍋後，大陸店數將降至144家。,U 其他
2727 王品,2017/10/25,01A05,3.據了解，大陸市場對個人鍋的模式接受度不如台灣，依據今年上半年財報，石,U 其他
2727 王品,2017/10/25,01A06,二鍋累積虧損達新台幣1億元。,U 其他
6443 元晶,2017/10/24,01001,"＊發生其他負面事件,資訊公告",8 資訊公告
6443 元晶,2017/10/24,01A01,1.未依規定公告，金管會處24萬罰鍰,8 資訊公告
6443 元晶,2017/10/24,01A02,2.元晶105/12/19董事會決議擬向大慶汽車購買土地， 未依規定格式將相關資訊,8 資訊公告
6443 元晶,2017/10/24,01A03,於本會指定網站辦理公告申報；嗣於106/1/3就上開交易簽訂契約，並於106/1,8 資訊公告
6443 元晶,2017/10/24,01A04,/10增修協議，惟未於契約變更之即日起算2日內將相關資訊於本會指定網站辦,8 資訊公告
6443 元晶,2017/10/24,01A05,理公告申報，上開事項核有違反公開發行公司取得或處分資產處理準則第30條,8 資訊公告
6443 元晶,2017/10/24,01A06,第1項及第31條規定。依證券交易法第178條第1項第7款及第179條第1項規定，,8 資訊公告
6443 元晶,2017/10/24,01A07,對該公司為行為之負責人處罰鍰24萬。,8 資訊公告
3045 台灣大,2017/10/20,01001,"＊發生其他負面事件,內控不當",Q 內控不當
3045 台灣大,2017/10/20,01A01,1.亞太電信借用本公司行動寬頻網路提供服務，因其未依期限完成全部改善，致,Q 內控不當
3045 台灣大,2017/10/20,01A02,本公司遭NCC裁處罰鍰240萬,Q 內控不當
3045 台灣大,2017/10/20,01A03,2.目前亞太電信借用本公司網路已低於原承諾之借網比例50%。 本公司共同與亞,Q 內控不當
3045 台灣大,2017/10/20,01A04,太電信改善將其用戶導回亞太電信網路，持續完成改善中。,Q 內控不當
1701 中化,2017/10/13,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
1701 中化,2017/10/13,01A01,1.針對東生華提告乙案，予以回應,7 訴訟案件
1701 中化,2017/10/13,01A02,2.106/10/12東生華製藥於媒體揭露， 業已對本公司提出專利法及公平交易法訴,7 訴訟案件
1701 中化,2017/10/13,01A03,訟，本公司正式回應如下： (1)本公司產品組成方法及包裝設計，無任何東生,7 訴訟案件
1701 中化,2017/10/13,01A04,華製藥所稱侵害專利及違反公平法情事。 (2)本件爭議進入司法程序，本公司,7 訴訟案件
1701 中化,2017/10/13,01A05,全權委由世博國際商務法律事務所代理。,7 訴訟案件
2020 美亞,2017/10/12,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2020 美亞,2017/10/12,01A01,1.前員工簡文通挪用本公司貨款案新北地方法院民事判決說明(106年度重訴字第,7 訴訟案件
2020 美亞,2017/10/12,01A02,644號),7 訴訟案件
2020 美亞,2017/10/12,01A03,2.被告(簡文通)應給付原告約1.06億元及自106/2/18起至清償日止，按年息5%計,7 訴訟案件
2020 美亞,2017/10/12,01A04,"算之利息。訴訟費用由被告負擔。 本判決於原告以3,545萬元供擔保後，得假",7 訴訟案件
2020 美亞,2017/10/12,01A05,執行。但被告如以1.06億元為原告預供擔保，得免為假執行。,7 訴訟案件
1905 華紙,2017/10/11,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1905 華紙,2017/10/11,01A01,1.因違反空氣污染防制法規定而遭花蓮縣政府行政裁罰,9 環保與安全
1905 華紙,2017/10/11,01A02,2.花蓮縣環保局於106/8/4至花蓮廠稽查， 因木質素回收鍋爐之異味，來函裁罰,9 環保與安全
1905 華紙,2017/10/11,01A03,100萬元，經廠區人員確認當日各製程均正常運轉， 防制設備亦無故障或異常,9 環保與安全
1905 華紙,2017/10/11,01A04,狀況，對此裁罰事件，公司將提出行政訴願救濟。,9 環保與安全
4938 和碩,2017/10/11,01001,"＊發生其他負面事件,內控不當",Q 內控不當
4938 和碩,2017/10/11,01A01,1.和碩內鬼工程師成立公司賣貨給自家公司，大賺3千多萬,Q 內控不當
4938 和碩,2017/10/11,01A02,2.和碩4名研發部工程師涉嫌與劉姓男子合謀成立海外公司進貨散熱材料， 當和,Q 內控不當
4938 和碩,2017/10/11,01A03,碩將大量採購，工程師便推薦劉的材料，同時告知劉要提供的數量與底價，兩,Q 內控不當
4938 和碩,2017/10/11,01A04,年多來幾乎完全壟斷和碩散熱材料生意； 新北地檢署偵辦時，5人承認客觀事,Q 內控不當
4938 和碩,2017/10/11,01A05,實，但否認犯罪，106/10/11均依背信、洩密罪提起公訴。,Q 內控不當
4938 和碩,2017/10/11,01A06,3.起訴指出，和碩工業設計中心黃姓、洪姓、張姓、許姓工程師原在華碩任職，,Q 內控不當
4938 和碩,2017/10/11,01A07,97年時轉任到和碩，負責為公司客戶設計、研發、測試散熱模組，在和碩採購,Q 內控不當
4938 和碩,2017/10/11,01A08,散熱料件時提出選料建議，採購後再進行追蹤處理，注意料件品質等。101年2,Q 內控不當
4938 和碩,2017/10/11,01A09,月，黃姓工程師與曾經也有供應散熱片給和碩的劉姓男子合謀，以黃的叔叔名,Q 內控不當
4938 和碩,2017/10/11,01A10,義，在非洲塞席爾共和國設立登記海外公司，並在台北設立辦事處，進貨散熱,Q 內控不當
4938 和碩,2017/10/11,01A11,材料；黃再找來洪姓、張姓、許姓工程師共同出資，其中黃出資300萬元， 其,Q 內控不當
4938 和碩,2017/10/11,01A12,他4人各出資50萬元。 之後黃等人便向採購部門指定材料規格，並提供採購部,Q 內控不當
4938 和碩,2017/10/11,01A13,門人員、主管名單給劉去建立關係；當和碩準備大量採購，黃等人再事先告知,Q 內控不當
4938 和碩,2017/10/11,01A14,劉包括數量、底價，讓採購人員詢問時，劉可馬上出貨。若後來仍採購其他公,Q 內控不當
4938 和碩,2017/10/11,01A15,司產品，黃等人便聲稱是劣質品，要排除於採購名單。,Q 內控不當
4938 和碩,2017/10/11,01A16,4.和碩自102年4月起向該間海外公司進貨，直到104年4月，該海外公司壟斷和碩,Q 內控不當
4938 和碩,2017/10/11,01A17,散熱材料近9成生意，交付3千多萬元，全入了5人口袋； 經和碩稽核單位發現,Q 內控不當
4938 和碩,2017/10/11,01A18,該海外公司屢次快速接下訂單、交貨，連在地業者都比不上，起疑調查，主動,Q 內控不當
4938 和碩,2017/10/11,01A19,向檢調舉發。,Q 內控不當
4938 和碩,2017/10/11,01A20,5.偵訊時，黃承認有成立公司，但否認背信，表示他們提供的產品最便宜、品質,Q 內控不當
4938 和碩,2017/10/11,01A21,又有保障，公司並無損失；張供稱當初黃起了頭，他就參加，但並沒有壟斷，,Q 內控不當
4938 和碩,2017/10/11,01A22,是其他家公司品質不好。洪供稱曾經在供應商無法如期交貨時，立即告訴劉，,Q 內控不當
4938 和碩,2017/10/11,01A23,將劉引進成為第二供應廠商，但否認背信，認為僅是處理有瑕疵。許姓工程師,Q 內控不當
4938 和碩,2017/10/11,01A24,否認投資，表示他是借錢給劉姓友人，是劉自作主張拿去投資開公司，他都不,Q 內控不當
4938 和碩,2017/10/11,01A25,知情，後來他拿到錢，只是劉還錢給他；劉承認經營公司，供稱之前他就是和,Q 內控不當
