公司,年月,TCRI,總分,規模,獲利,安全,效率,CFO,CFO不一致,利息支出率,資產報酬%,營業利益%,借款息%,平均收款天增減,平均售貨天增減,借款依存度%,營收
4938 和碩,2009/12/31,4,738,140,29,95,84,209.53,,0.03,4.77,2.02,0.74,22,15,16,5381
2705 六福,2009/12/31,8,204,33,-10,55,-40,1.87,,2.56,-1.83,-7.69,2.33,0,69,59,21
2444 兆勁,2009/12/31,7,245,15,-21,81,37,-1.4,,0.57,-8.33,-6.51,2.39,22,4,56,20
6142 友勁,2009/12/31,6,510,75,19,86,48,12.59,,0.38,2.58,2.85,3.08,6,5,41,111
2332 友訊,2009/12/31,4,650,140,8,99,49,34.63,,0.04,2.19,0.64,1.23,6,-10,8,310
2409 友達,2009/12/31,4,533,140,-12,72,73,570.41,,1.3,-4.15,-5.78,2.58,1,3,67,3593
1233 天仁,2009/12/31,5,569,12,70,100,36,1.07,,0,10.7,10.52,4.7,-2,0,0,18
6225 天瀚,2009/12/31,8,176,16,-28,70,18,-3.39,,1.12,-8.46,-13.26,3.32,15,57,73,22
4934 太極,2009/12/31,-,202,23,-7,53,19,4.18,,3.71,-1.17,-4.78,2.96,22,-76,104,15
3036 文曄,2009/12/31,5,659,140,27,83,49,10.1,,0.17,3.81,2.25,1.97,-1,-14,65,475
2451 創見,2009/12/31,4,979,140,108,100,76,42.79,+,0.06,21.14,13.68,2.21,4,5,3,344
2547 日勝生,2009/12/31,7,468,78,74,12,52,65.15,,10.79,5.69,23.89,6.45,-52,-1169,84,61
3090 日電貿,2009/12/31,5,483,19,43,100,16,3.3,,0.05,5.85,6.02,1.34,-3,0,10,26
1227 佳格,2009/12/31,4,785,89,98,89,44,12.11,+,0.49,16.35,11.74,4.56,-2,-2,25,156
1732 毛寶,2009/12/31,5,463,4,40,100,37,0.62,,0,5.52,6.23,0,0,11,0,7
2727 王品,2009/12/31,-,608,27,87,95,-40,5.11,,0,13.78,7.62,0,,,0,42
2383 台光電,2009/12/31,5,621,75,71,79,22,12.48,,0.89,8.85,8.69,2.66,-1,-6,74,99
8039 台虹,2009/12/31,5,555,40,65,100,-19,6.2,,0.51,7.41,13.66,2.09,-3,-1,25,39
6269 台郡,2009/12/31,5,667,26,97,100,26,6.08,,0.29,13.51,15.84,2.07,8,-2,18,31
8011 台通,2009/12/31,6,641,11,103,87,48,2.14,,0.61,13.61,18.24,2.94,6,10,33,18
2314 台揚,2009/12/31,4,457,60,-1,100,40,6.75,,0.29,-0.05,-1.6,1.62,24,10,22,64
1724 台硝,2009/12/31,5,458,12,31,96,53,4.03,,0.29,4.13,5.72,1.95,3,29,11,15
6505 台塑化,2009/12/31,2,797,140,70,75,82,294.95,+,0.61,10.64,6.59,2.03,5,16,78,6356
3532 台勝科,2009/12/31,5,458,86,-8,92,37,2.09,,0.32,-2.92,-6.54,0.79,16,-20,15,69
1309 台達化,2009/12/31,6,559,84,36,69,76,8.49,,0.5,5.41,-0.49,1.89,-10,0,114,141
2308 台達電,2009/12/31,1,875,140,77,100,64,213.89,,0.09,11.35,9.87,1.1,8,5,19,1255
1220 台榮,2009/12/31,6,374,19,-8,100,61,1.36,,0.29,-3.28,-4.99,2.2,-3,-22,23,26
4746 台耀,2009/12/31,6,634,13,89,100,41,4.61,,0.05,13.83,13.79,0.66,18,37,4,19
2636 台驊投控,2009/12/31,6,420,20,10,100,40,0.22,,0,2.63,1.2,0,5,0,0,36
1215 卜蜂,2009/12/31,4,598,75,34,85,89,4.48,,0.11,5.99,2.41,1.9,1,1,32,152
1614 三洋電,2009/12/31,4,542,56,20,100,71,6.71,,0.04,3.15,4.41,11.58,-8,-21,0,64
2841 台開,2009/12/31,9,-96,2,7,-27,-40,-3.11,,6.61,1.66,-77.54,0.17,620,-7081,192,2
3045 台灣大,2009/12/31,1,952,140,119,74,92,239.51,,0.84,17.97,29.85,3.37,0,2,30,685
1326 台化,2009/12/31,2,788,140,56,87,78,522.13,,0.97,8.1,6.77,2.02,6,2,49,2964
1101 台泥,2009/12/31,3,757,140,65,66,84,177.22,,2.64,6.45,14.13,2.86,-2,-1,83,868
2338 光罩,2009/12/31,4,507,36,29,100,50,7.77,,0.58,3.03,8.87,1.58,-4,3,15,26
2642 宅配通,2009/12/31,-,731,13,120,100,38,3.69,,0.01,25.23,13.82,,,,1,22
2330 台積電,2009/12/31,1,969,140,103,100,79,1601.82,,0.13,15.61,30.95,2.29,0,2,3,2957
5608 四維航,2009/12/31,6,561,58,79,52,50,22.47,,4.19,6.9,35.55,1.64,0,0,118,39
9921 巨大,2009/12/31,3,794,140,75,82,45,41.73,,0.42,10.07,7.95,2.43,5,15,52,390
1539 巨庭,2009/12/31,7,179,8,-7,71,-27,1.72,,0.96,-3.59,0.75,1.81,6,51,70,10
6192 巨路,2009/12/31,4,669,43,78,100,49,5.74,,0.08,11.32,9.93,1.54,-2,4,12,58
1475 本盟,2009/12/31,9,-492,8,-54,-121,16,1.08,,4.2,-7.69,-14.22,4.56,36,16,357,10
4906 正文,2009/12/31,4,645,102,31,95,63,9.44,,0.26,4.09,4.38,3.22,23,1,25,178
1538 正峰新,2009/12/31,7,283,15,-13,74,70,0.71,,0.95,-3.24,-17.88,2.42,60,14,35,13
2392 正崴,2009/12/31,4,665,140,25,82,63,53.76,,0.65,3.88,2.84,2.8,1,6,49,422
1904 正隆,2009/12/31,4,633,140,36,65,48,32.97,,2.06,4.51,5.5,3.95,6,0,74,304
2105 正新,2009/12/31,3,929,140,120,71,77,238.57,,1.06,16.96,20.44,2.5,-5,3,86,845
1506 正道,2009/12/31,9,59,14,-17,40,-40,0.9,,3.71,-4.8,-2.56,4.62,2,5,98,12
3149 正達,2009/12/31,6,247,13,-17,85,18,-0.98,,0.56,-5.87,-10.05,0.68,-54,4,78,10
1507 永大,2009/12/31,4,671,90,58,100,18,22.72,,0.1,6.8,10.62,3.5,-1,-3,3,119
1726 永記,2009/12/31,3,641,57,69,100,19,10.39,,0.06,9.6,12.56,2.13,10,4,3,64
1323 永裕,2009/12/31,6,469,18,56,73,49,4.49,,1.46,6.07,9.91,3.04,0,11,76,21
1907 永豐餘,2009/12/31,4,513,140,1,56,62,59.26,,2.15,0.6,2.2,3.01,0,5,108,418
3406 玉晶光,2009/12/31,7,164,16,-31,71,13,-1.03,,2.77,-13.18,-66.6,4.07,-3,18,28,11
3026 禾伸堂,2009/12/31,4,682,89,50,100,54,16.42,,0.12,7.14,6.75,0.87,-4,-1,26,132
2472 立隆電,2009/12/31,7,336,37,-3,86,14,2.41,,0.73,-1.99,0.58,2.03,-6,-16,47,40
3054 立萬利,2009/12/31,6,565,8,53,100,91,0.74,,0,9.24,6.17,0,-46,-4,0,12
3058 立德,2009/12/31,6,578,46,50,94,54,8.14,,0.12,7.09,3.99,3.17,11,1,5,68
2439 美律,2009/12/31,4,642,59,62,96,51,10.45,,0.23,7.69,10.54,1.76,7,6,22,67
2419 仲琦,2009/12/31,6,510,32,41,92,50,5.02,,0.7,4.7,6.39,3.63,-21,-3,36,40
2485 兆赫,2009/12/31,3,772,69,90,100,63,14.67,,0.09,12.73,16.6,2.98,-7,3,4,92
6285 啟碁,2009/12/31,4,686,97,53,90,63,18.59,,0.39,6.58,7.34,2.8,3,9,41,159
2461 光群雷,2009/12/31,6,418,30,19,95,18,3.18,,0.81,2.38,5.59,2.23,13,4,40,29
2340 光磊,2009/12/31,5,466,67,16,93,8,13.45,,1.15,2.53,3.59,2.02,18,2,55,59
2301 光寶科,2009/12/31,3,745,140,42,92,64,186.15,,0.41,5.05,5.39,2.77,-3,1,31,1861
2509 全坤建,2009/12/31,5,280,21,24,49,21,-4.6,+,3.24,1.75,9.16,2.44,-2,506,65,14
6281 全國電,2009/12/31,4,669,60,55,100,86,5.48,,0,8.86,3.99,0,-1,1,0,119
3015 全漢,2009/12/31,4,717,94,64,100,39,14.3,,0.03,8.29,7.59,3.55,5,3,2,158
1618 合機,2009/12/31,6,406,46,-1,88,51,3.68,,0.51,1.33,-3.33,2.21,-27,8,5,29
6271 同欣電,2009/12/31,5,651,33,74,100,63,5.33,,0.06,9.82,14.9,1.88,16,9,4,33
1442 名軒,2009/12/31,6,543,24,88,54,69,-1.18,+,1.6,9.44,21.61,2.29,-1,17,68,18
9943 好樂迪,2009/12/31,5,641,32,78,95,48,8.13,,0.26,11.32,12.99,1.31,0,0,18,37
4414 如興,2009/12/31,D,-560,18,-60,-125,-40,1.27,,1.83,-11.64,-5.48,2.16,-1,-11,385,22
8271 宇瞻,2009/12/31,6,710,51,78,94,90,-3.19,+,0.03,15.34,3.6,1.29,-1,-3,14,118
3528 安馳,2009/12/31,6,529,12,61,92,48,1.83,,0.22,8.85,5.26,2.39,,,21,22
8021 尖點,2009/12/31,6,438,26,59,77,-22,6.43,,4.3,4.58,17.63,3.57,7,6,61,17
6196 帆宣,2009/12/31,5,380,57,-5,97,-9,10.44,,0.51,-1.79,-2.19,2.44,62,61,24,67
1451 年興,2009/12/31,4,667,89,45,100,54,26.14,,0.34,8.24,4.08,2.4,-2,6,9,120
9934 成霖,2009/12/31,4,612,113,33,82,43,14.71,,1.26,4,5.36,5.83,-2,2,64,213
4119 旭富,2009/12/31,5,612,6,98,100,7,3.17,,0.01,13.89,25.73,0.74,-3,24,0,9
1525 江申,2009/12/31,6,496,11,43,100,45,0.96,,0,9.65,0.67,0,-28,-5,0,9
6152 百一,2009/12/31,5,602,55,49,95,61,8.75,,0.12,6.82,4.56,2.04,-8,-20,19,85
3591 艾笛森,2009/12/31,6,663,16,104,100,21,4.3,,0.06,14.82,22.73,1.29,-16,5,5,17
1558 伸興,2009/12/31,4,761,23,120,100,56,5.15,,0.04,23.19,19,3.89,6,-1,0,33
5305 敦南,2009/12/31,5,428,79,-7,79,54,7.25,,1.01,-1.68,-5.44,1.94,19,5,66,87
3052 夆典,2009/12/31,7,399,36,83,40,-40,-3.91,+,1.59,8.38,12.3,2.37,-12,233,111,29
6277 宏正,2009/12/31,4,574,31,69,89,38,6.92,,0.33,10.67,9.65,3.12,4,11,18,35
1236 宏亞,2009/12/31,5,546,13,62,93,57,2.58,,0.09,8.96,8.22,1.46,9,13,10,17
3605 宏致,2009/12/31,5,772,41,120,100,30,11.65,,0.09,19.55,26.04,2.46,-2,5,7,45
1612 宏泰,2009/12/31,4,491,50,10,100,61,7.82,,0.02,2.91,1.28,1.37,3,-2,3,57
1452 宏益,2009/12/31,6,408,11,3,100,78,0.2,,0.01,1.76,1.01,0,3,5,0,15
2534 宏盛,2009/12/31,6,393,41,76,41,-40,12,,3.98,6.63,49.15,1.26,2,-3533,74,26
2536 宏普,2009/12/31,4,643,63,95,72,17,52.78,,1.5,11.33,31.43,1.55,29,587,16,50
2498 宏達電,2009/12/31,2,1016,140,120,100,76,282.53,,0,19.28,18.32,1.92,13,-1,0,1445
6168 宏齊,2009/12/31,5,466,26,45,100,-22,5.47,,0.59,4.96,10.53,6.59,3,0,9,27
2527 宏璟,2009/12/31,7,132,13,-6,35,19,-4.78,,6.62,-0.02,-7.86,2.04,-9,-1305,57,9
2484 希華,2009/12/31,6,308,23,-5,93,-1,2.5,,1.94,-2.44,-0.95,4.03,17,11,29,19
2358 廷鑫,2009/12/31,7,537,6,50,100,74,0.25,,0.01,8.71,5.87,0,20,-9,0,12
2376 技嘉,2009/12/31,4,752,140,36,100,65,44.74,,0.02,5.92,3.31,3.23,-7,5,1,475
2025 千興,2008/12/31,7,347,45,-20,74,94,-0.2,,0.54,-13.74,-5.85,3.89,-1,5,39,73
1453 大將,2008/12/31,7,387,4,70,70,-40,0.68,,0.9,8,13.12,3.42,-2,-3,44,7
3701 大眾控,2008/12/31,9,351,140,-15,14,76,37.97,,1.43,-1.82,-4.61,4.99,10,6,179,408
1611 中電,2008/12/31,5,483,51,7,100,60,6.02,,0.03,1.42,3.45,13.38,16,11,0,49
9917 中保,2008/12/31,2,813,88,89,94,88,23.52,,0.47,11.58,17.35,4.18,-1,11,18,119
2474 可成,2008/12/31,4,795,131,92,92,-20,51.52,,1.47,11.51,25.52,3.05,13,16,37,190
2103 台橡,2008/12/31,4,930,140,94,94,86,36.23,,1,15.3,12.77,4.74,-1,-10,47,310
1301 台塑,2008/12/31,2,749,140,38,87,94,396.01,,1.39,6.52,3.53,3.26,-3,-7,52,2002
2611 志信,2008/12/31,9,257,26,48,23,-40,2.93,,7.21,4.07,14.12,4.28,14,-30,105,16
1201 味全,2008/12/31,5,621,105,38,74,78,10.75,,0.54,4.62,4.04,3.27,-2,1,63,202
2020 美亞,2008/12/31,7,171,76,2,9,-13,2.46,,2.94,-0.93,3.73,3.86,9,48,175,91
2504 國產,2008/12/31,4,569,135,6,78,46,5.87,,1.17,1.45,3.02,3.23,-6,-4,60,216
9919 康那香,2008/12/31,5,486,50,39,72,54,5.72,,1.71,4.55,6.79,3.5,-6,0,78,51
3027 盛達,2008/12/31,5,418,16,7,100,65,1.41,,0.02,2.1,2.03,4.75,7,5,0,23
1216 統一,2008/12/31,4,618,140,34,49,89,178.78,,1.38,4.02,4.95,3.56,-1,1,125,2997
3041 揚智,2008/12/31,5,590,36,46,100,80,4.66,,0.06,4.38,13.26,0,4,-12,0,32
1707 葡萄王,2008/12/31,5,709,17,95,100,90,5.02,,0.54,13.67,16.74,5.11,-12,-12,15,21
2062 橋椿,2008/12/31,5,567,49,42,95,59,6.96,,0.52,6.06,6.71,3.63,14,-24,20,62
1310 台苯,2008/12/31,5,437,99,-17,66,92,-0.91,,0.59,-7.07,-3.94,3.28,-3,-3,81,198
1902 台紙,2008/12/31,6,382,63,3,81,3,-4.94,+,1.36,1.63,1.78,3.51,7,29,46,57
4956 光鋐,2008/12/31,-,302,4,28,66,13,0.68,,2.18,2.64,8.79,3.45,,,62,3
2337 旺宏,2008/12/31,4,857,140,84,100,26,88.63,,0.41,11.01,17.88,3.18,-4,22,7,245
2028 威致,2008/12/31,D,148,79,-20,-15,95,23.33,,1.08,-6.32,-0.01,4.52,-20,-31,207,150
2448 晶電,2008/12/31,4,554,101,16,100,5,27.58,,0.95,0.48,7.36,3.66,15,-7,10,103
1529 樂士,2008/12/31,D,88,7,-20,58,-40,0.02,,3.96,-17.16,-69.32,5.18,71,195,29,5
2633 台灣高鐵,2008/12/31,D,-707,138,-20,-302,48,-36.77,,75.9,-2.85,-27.07,4.65,1,0,1293,230
1413 宏洲,2008/12/31,7,264,27,-20,65,76,0.06,,0.63,-8.75,-4.11,3.01,-2,6,51,36
6165 捷泰,2008/12/31,9,138,14,-12,30,57,-0.46,,3.41,-2.98,-5.44,2.8,-10,6,160,12
2915 潤泰全,2008/12/31,6,511,90,31,66,40,4.87,,2.36,5.95,-1.07,2.93,-2,-7,61,83
3593 力銘,2008/12/31,5,631,35,62,100,77,8.47,,0,9.19,6.4,0,-5,-12,0,52
2491 吉祥全,2008/12/31,D,113,19,-20,27,55,0.83,,9.53,-8.23,-43.42,4.63,21,-2,64,13
1449 佳和,2008/12/31,D,60,61,-20,-13,39,1.88,,3.37,-6.12,-9.94,5.4,-4,-11,192,65
1457 宜進,2008/12/31,7,328,42,-5,62,74,1.96,,1.35,-2.09,-1.37,3.49,-2,10,58,47
2388 威盛,2008/12/31,6,416,76,-20,84,71,-32.12,,1.44,-18.75,-26.45,3.79,2,7,54,83
1218 泰山,2008/12/31,6,332,68,-2,49,55,-5.33,,1.43,0.14,-1.49,3.2,12,14,112,86
2438 翔耀,2008/12/31,D,254,66,-20,31,90,22.9,,2.32,-15.94,-11.88,6.27,2,-4,125,88
1472 三洋紡,2008/12/31,8,181,11,-20,53,61,-0.31,,1.79,-9.99,-12.97,3.43,-13,-10,81,13
2353 宏碁,2008/12/31,3,718,140,33,91,66,-51.66,+,0.24,4.12,3.04,8.38,0,1,16,5463
3049 和鑫,2008/12/31,7,604,72,46,78,89,43.89,,3.04,5.43,8.01,5.22,-14,-5,55,76
2008 高興昌,2008/12/31,9,74,79,27,-85,89,6.02,,2.7,3.29,6.02,4.55,-6,-8,300,114
2540 愛山林,2008/12/31,D,-275,3,-20,-105,96,3.3,,4.43,-8.85,-15.39,3.06,-69,-8889,338,3
1903 士紙,2008/12/31,6,237,36,-4,72,-40,4.03,,1.84,-0.58,-3.61,3.07,-1,108,21,23
1432 大魯閣,2008/12/31,D,-76,20,-18,-7,-40,2.44,,2.89,-3.4,-10.27,2.94,13,3,184,19
1516 川飛,2008/12/31,9,320,2,-20,93,96,-2.48,,0.31,-71.44,-19.15,7.58,-23,-65,10,5
1456 怡華,2008/12/31,D,3,26,-20,-14,53,0,,3.32,-4.93,-4.48,5.97,-4,-6,196,30
2348 海悅,2008/12/31,9,-207,4,-18,-82,85,-0.59,,4.06,-5.21,-7.09,3.86,32,0,297,7
6176 瑞儀,2008/12/31,3,765,140,44,98,58,22.39,,0.6,6.31,4.69,4.34,-19,-8,35,340
2616 山隆,2008/12/31,5,508,58,21,90,48,2.75,,0.13,3.7,1.07,3.08,-5,-1,32,124
2506 太設,2008/12/31,D,249,84,3,-7,94,2.58,,4.94,1.74,1.73,4.67,-2,-86,174,81
9906 欣巴巴,2008/12/31,D,-427,18,-20,-155,63,-0.27,,4.53,-1.17,-3.9,5.38,-11,18,403,21
3321 同泰,2008/12/31,8,111,16,-20,36,31,-0.03,,3.14,-7.12,-13.16,4.05,-22,1,141,16
1786 科妍,2008/12/31,9,36,1,-20,45,-40,-0.28,,64.59,-27.53,-959.99,4.81,15,-210,58,0
3673 TPK-KY,2008/12/31,-,559,79,45,59,92,22.84,,1.04,6.11,4.26,5.61,,,69,129
3004 豐達科,2008/12/31,D,-904,7,-20,-282,-12,-0.17,,5.91,-3.38,3.83,3.79,6,-38,1274,8
2511 太子,2008/12/31,8,126,121,-1,-65,82,11.98,,5.49,0.47,0.65,3.06,-56,-54,257,145
9911 櫻花,2008/12/31,6,451,38,11,89,77,2.33,,0.68,2.82,0.14,3.58,-2,-2,28,39
3682 亞太電,2008/12/31,8,463,113,-8,57,89,13.18,,2.48,-2.36,-4,5.11,-3,-1,49,145
1414 東和,2008/12/31,7,218,36,-13,34,83,-1.21,,1.72,-3.72,-2.49,3.86,-6,-5,119,40
2408 南亞科,2008/12/31,7,133,140,-20,-55,79,-101.56,,4.52,-26.99,-65.26,2.33,-10,-2,256,369
8150 南茂,2008/12/31,D,466,123,-20,62,94,58.28,,2.75,-7.2,-18.26,3.26,-10,1,89,164
2528 皇普,2008/12/31,D,-654,5,-1,-222,6,2.95,,16.75,0.01,4.8,4.46,-356,-8889,443,4
1583 程泰,2008/12/31,6,550,53,84,77,-40,-1.11,+,0.76,10.81,13.5,2.99,-6,41,57,61
2344 華邦電,2008/12/31,5,472,140,-20,59,74,16.15,,3.92,-8.54,-26.7,3.52,-17,0,80,256
1532 勤美,2008/12/31,7,443,128,52,24,-40,1.25,+,3.1,4.77,10.38,3.2,-7,-6,136,181
4532 瑞智,2008/12/31,6,364,76,-2,55,52,7.82,,3.27,1.37,-3.46,5.66,-24,-1,84,95
2331 精英,2008/12/31,5,643,140,2,91,86,22.8,,0.23,1.14,0.1,4.19,0,-10,20,898
1805 寶徠,2008/12/31,D,182,3,-20,57,65,-0.52,,3.77,-17.17,-26.86,5.29,0,-6,74,5
3018 同開,2008/12/31,8,413,6,6,100,83,2.63,,0.27,2,0.41,4.54,8,-23,0,11
3037 欣興,2008/12/31,3,733,140,46,81,73,79.56,,1.12,4.68,9.26,3.23,0,-5,61,457
2316 楠梓電,2008/12/31,5,488,78,0,90,61,13.44,,1.19,0.53,0.15,3.74,7,-10,46,107
2606 裕民,2008/12/31,4,998,129,120,100,49,128.57,,1.33,29.86,60.87,2.92,2,0,44,181
1477 聚陽,2008/12/31,3,635,65,53,88,82,9.9,,0.51,8.83,5.36,15.87,3,-1,4,132
2429 銘旺科,2008/12/31,D,-766,6,-20,-265,78,1.16,,2.74,-7.97,2.33,4.92,-20,-30,4416,10
5469 瀚宇博,2008/12/31,5,668,125,50,74,45,24.37,,2.01,5.98,7.6,4.27,-2,-8,90,207
2486 一詮,2008/12/31,5,631,44,69,100,36,10.36,,1.1,9.32,10.86,4.03,-5,-1,43,48
3130 一零四,2008/12/31,5,708,12,97,100,95,3.84,,0.03,15.58,14.65,18.41,-4,0,0,19
1515 力山,2008/12/31,7,202,38,-20,40,66,1.44,,2.34,-7.8,-10.46,3.86,-10,3,127,39
6239 力成,2008/12/31,4,943,140,120,85,49,122.85,,1.71,18.18,23.4,3.4,17,-6,77,312
1447 力鵬,2008/12/31,6,390,102,-20,51,93,15.9,,1.33,-12.09,-5.38,4.2,-3,-1,95,207
1307 三芳,2008/12/31,5,682,64,73,90,67,14.81,,0.41,10.35,9.17,1.58,-4,-18,52,83
1721 三晃,2008/12/31,8,197,12,-11,51,54,-0.71,,1.75,-3.79,-2.62,3.78,-9,1,104,17
2905 三商,2008/12/31,5,686,140,3,100,96,173.14,,0,0.28,-0.5,0,-3,-16,70,555
9946 三發地產,2008/12/31,8,85,3,-7,47,-40,-3.97,,1.57,-3.42,-0.57,2.28,-8,512,102,3
2206 三陽工業,2008/12/31,6,562,140,1,72,65,4.83,,1.94,1.41,0.22,5.16,1,8,70,330
6128 上福,2008/12/31,5,622,10,80,100,62,1.74,,0.42,11.02,15.77,5.82,0,4,4,13
2049 上銀,2008/12/31,6,534,65,90,40,16,8.63,,2,9.22,17.39,2.92,-8,5,134,64
1316 上曜,2008/12/31,7,381,6,3,100,62,0.74,,0,1.78,0.59,0,7,13,0,9
1503 士電,2008/12/31,4,551,119,30,79,-13,-8.47,+,0.71,3.38,5.48,2.41,-1,23,49,176
3008 大立光,2008/12/31,3,867,75,120,100,58,44.44,,0,25.89,41.83,0,-40,-25,1,75
2371 大同,2008/12/31,6,426,140,-20,44,73,208.03,,2.81,-5.55,-7.77,4.38,4,-2,117,1872
2027 大成鋼,2008/12/31,7,223,140,-20,7,-18,-39.44,,1.92,-9.44,3.82,3.96,-4,-27,175,332
1210 大成,2008/12/31,4,719,140,33,82,94,23.25,,0.42,5.93,1.96,4.42,-5,-9,43,712
1321 大洋,2008/12/31,6,420,42,0,85,81,-0.45,,0.15,-0.2,-0.44,1.47,0,2,30,56
1232 大統益,2008/12/31,4,672,72,60,85,93,0.5,+,0.15,11.64,3.85,2.76,-6,0,30,171
3167 大量,2008/12/31,5,469,12,80,82,-40,1.41,,1.14,8.68,13.26,4.26,32,66,65,18
1521 大億,2008/12/31,5,394,21,12,84,64,1.2,,0.35,2.69,-0.14,3.18,-2,13,29,29
3702 大聯大,2008/12/31,5,654,140,37,62,77,62.78,,0.58,5.56,2.23,4.86,7,2,115,1432
2059 川湖,2008/12/31,4,756,26,120,100,44,10.28,,1,20.92,34.4,2.85,-9,-4,34,26
5521 工信,2008/12/31,6,440,73,-4,78,73,-0.18,,0.84,-1.45,-1.76,8.11,5,4,35,121
1762 中化生,2008/12/31,8,318,10,76,37,-40,0.75,,4.58,6.86,16.36,3.83,12,-36,118,9
1535 中宇,2008/12/31,4,702,44,76,100,86,0.7,,0.1,13.16,5.39,1.94,-11,12,15,73
1718 中纖,2008/12/31,7,621,140,8,75,92,37.49,,1.36,0.44,2.45,2.54,-3,-10,59,305
1701 中化,2008/12/31,6,344,44,18,80,-39,4.14,,1.23,1.92,7.04,3.67,1,23,35,39
1314 中石化,2008/12/31,6,606,140,-5,81,98,24.38,,1.77,-1.95,-0.8,3.59,-2,-4,85,330
2104 國際中橡,2008/12/31,4,626,133,26,76,55,-9.4,+,1.87,3.14,7.26,4.94,-14,3,81,248
1560 中砂,2008/12/31,5,458,35,33,77,58,8.32,,0.89,3.64,7.89,2.58,1,-1,29,33
2612 中航,2008/12/31,5,789,78,120,70,49,41.1,,3.47,29.37,52.85,3.13,-4,0,91,64
2613 中櫃,2008/12/31,7,541,23,56,93,40,3.01,,0.24,5.21,11.4,2.28,-5,0,12,17
2002 中鋼,2008/12/31,2,771,140,74,70,59,214.49,+,0.59,7.45,18.03,2.26,-3,-8,58,3853
2013 中鋼構,2008/12/31,6,423,99,19,40,47,1.49,,0.57,2.76,0.68,2.66,-5,-27,132,198
2515 中工,2008/12/31,6,456,121,1,84,-40,35.97,,0.45,0.87,-0.7,0.98,-19,-102,36,148
2204 中華,2008/12/31,4,629,140,-3,95,73,0.63,,0.55,-0.87,-3.99,2.11,-16,3,19,289
2475 華映,2008/12/31,D,471,140,-20,56,82,164,,2.89,-6.31,-7.83,4.81,7,-6,86,1185
1905 華紙,2008/12/31,4,525,77,15,94,44,1.58,,0.69,2.06,5.75,4.96,-2,31,20,83
2610 華航,2008/12/31,7,-178,140,-20,-140,47,-16.65,,3.36,-2.77,-7.74,3.36,-3,0,389,1313
2412 中華電,2008/12/31,1,929,140,84,100,96,920.71,,0,10.17,29.07,3,-2,6,0,2017
2450 神腦,2008/12/31,4,844,91,90,100,94,19.4,,0.01,17.67,6.39,22.46,-13,-2,0,221
9933 中鼎,2008/12/31,3,706,140,40,78,72,35.67,,0.54,4.18,3.6,3.31,2,-16,73,522
5388 中磊,2008/12/31,5,602,57,49,88,76,3.51,,0.4,6.61,5.22,3.62,8,-1,39,85
1513 中興電,2008/12/31,5,519,88,34,86,-17,10.22,,0.53,4.43,4.3,3.36,11,-11,28,115
1723 中碳,2008/12/31,3,872,57,120,100,99,15.23,,0.08,26.87,19.01,3.27,-5,-3,0,86
2323 中環,2008/12/31,6,448,140,-17,60,38,45.29,,4.25,-5.39,-18.06,4.11,-2,15,59,253
2390 云辰,2008/12/31,7,378,17,-7,97,72,-0.41,,1.23,-1.16,-7.13,4.25,-3,2,12,13
3494 誠研,2008/12/31,6,482,12,66,100,-40,0.56,,0.22,9.98,10.17,4.56,0,0,8,17
1733 五鼎,2008/12/31,4,620,9,112,100,-32,2.87,,0,18.59,30.26,0,4,1,0,12
2324 仁寶,2008/12/31,2,790,140,46,97,81,138.79,+,0.1,6.52,3.62,2.2,3,3,18,4787
6209 今國光,2008/12/31,5,370,38,-2,84,50,2.41,,1.21,0.01,-2.59,3.57,8,-16,28,37
2034 允強,2008/12/31,5,595,101,2,100,87,25.84,,0.34,1.28,1.82,2.99,-5,-12,30,245
4938 和碩,2008/12/31,-,777,140,45,92,84,5.75,+,0.06,8.11,1.82,2.51,,,21,5133
2705 六福,2008/12/31,8,225,34,-13,51,48,1.16,,2.88,-3.3,-11.82,2.79,-1,0,58,22
2444 兆勁,2008/12/31,7,329,17,-3,81,60,-0.28,,0.55,-0.8,-1.54,3.09,14,1,32,24
6142 友勁,2008/12/31,6,508,78,23,76,56,5.89,,0.92,3.76,1.96,3.74,11,0,72,122
2332 友訊,2008/12/31,4,691,140,37,93,23,-5.31,+,0.05,4.52,5.48,3.48,-5,5,9,331
2409 友達,2008/12/31,4,715,140,39,75,95,1320.58,,1.31,3.77,8.99,3.54,-8,-7,54,4239
1233 天仁,2008/12/31,5,536,12,62,100,28,2.43,,0.04,8.92,9.3,3.9,0,1,0,18
6225 天瀚,2008/12/31,8,288,33,-5,70,30,0.97,,1.23,-1.89,-0.74,5.08,5,12,55,41
4934 太極,2008/12/31,-,312,9,63,49,-40,-1.76,,3.91,7.04,12.2,3.08,,,92,7
3036 文曄,2008/12/31,6,585,135,20,70,43,14.64,,0.52,3.41,1.92,4.15,3,7,78,408
2451 創見,2008/12/31,4,854,136,69,100,77,15.61,,0.08,12.49,6.91,2.17,1,10,10,344
2547 日勝生,2008/12/31,8,152,40,29,8,-40,-25.55,+,11.23,1.45,12.23,3.97,54,1243,99,25
3090 日電貿,2008/12/31,5,540,20,58,100,28,4.04,,0.19,7.91,8.05,3.52,13,11,4,30
1227 佳格,2008/12/31,4,663,82,66,84,47,14.16,,0.85,9.35,8.99,5.93,-8,-6,42,136
